Subject,Fluency_Item,Switch_Value,Switch_Method
CAY-681,worm,0,multimodal_alpha=0.8
CAY-681,ant,1,multimodal_alpha=0.8
CAY-681,lizard,0,multimodal_alpha=0.8
CAY-681,insect,1,multimodal_alpha=0.8
CAY-681,human,0,multimodal_alpha=0.8
CAY-681,robin,1,multimodal_alpha=0.8
CAY-681,cardinal,0,multimodal_alpha=0.8
CAY-681,bird,2,multimodal_alpha=0.8
CAY-681,penguin,2,multimodal_alpha=0.9
CAY-681,snake,0,multimodal_alpha=0.9
CAY-681,elephant,0,multimodal_alpha=0.9
CAY-681,african,0,multimodal_alpha=0.9
CAY-681,dog,1,multimodal_alpha=0.9
CAY-681,cat,0,multimodal_alpha=0.9
CAY-681,gorilla,0,multimodal_alpha=0.9
CAY-681,primate,0,multimodal_alpha=0.9
CAY-681,ape,1,multimodal_alpha=0.9
CAY-681,insect,0,multimodal_alpha=0.9
CAY-681,butterfly,0,multimodal_alpha=0.9
CAY-681,ladybug,0,multimodal_alpha=0.9
CAY-681,beetle,0,multimodal_alpha=0.9
CAY-681,worm,0,multimodal_alpha=0.9
CAY-681,ant,1,multimodal_alpha=0.9
CAY-681,lizard,0,multimodal_alpha=0.9
CAY-681,insect,1,multimodal_alpha=0.9
CAY-681,human,0,multimodal_alpha=0.9
CAY-681,robin,1,multimodal_alpha=0.9
CAY-681,cardinal,0,multimodal_alpha=0.9
CAY-681,bird,2,multimodal_alpha=0.9
CAY-681,penguin,2,multimodal_alpha=1.0
CAY-681,snake,0,multimodal_alpha=1.0
CAY-681,elephant,0,multimodal_alpha=1.0
CAY-681,african,0,multimodal_alpha=1.0
CAY-681,dog,1,multimodal_alpha=1.0
CAY-681,cat,0,multimodal_alpha=1.0
CAY-681,gorilla,0,multimodal_alpha=1.0
CAY-681,primate,0,multimodal_alpha=1.0
CAY-681,ape,1,multimodal_alpha=1.0
CAY-681,insect,0,multimodal_alpha=1.0
CAY-681,butterfly,0,multimodal_alpha=1.0
CAY-681,ladybug,0,multimodal_alpha=1.0
CAY-681,beetle,0,multimodal_alpha=1.0
CAY-681,worm,0,multimodal_alpha=1.0
CAY-681,ant,1,multimodal_alpha=1.0
CAY-681,lizard,0,multimodal_alpha=1.0
CAY-681,insect,1,multimodal_alpha=1.0
CAY-681,human,0,multimodal_alpha=1.0
CAY-681,robin,1,multimodal_alpha=1.0
CAY-681,cardinal,0,multimodal_alpha=1.0
CAY-681,bird,2,multimodal_alpha=1.0
CAY-681,penguin,2,norms_associative
CAY-681,snake,1,norms_associative
CAY-681,elephant,1,norms_associative
CAY-681,african,0,norms_associative
CAY-681,dog,0,norms_associative
CAY-681,cat,0,norms_associative
CAY-681,gorilla,1,norms_associative
CAY-681,primate,0,norms_associative
CAY-681,ape,0,norms_associative
CAY-681,insect,1,norms_associative
CAY-681,butterfly,0,norms_associative
CAY-681,ladybug,0,norms_associative
CAY-681,beetle,0,norms_associative
CAY-681,worm,0,norms_associative
CAY-681,ant,0,norms_associative
CAY-681,lizard,1,norms_associative
CAY-681,insect,1,norms_associative
CAY-681,human,1,norms_associative
CAY-681,robin,1,norms_associative
CAY-681,cardinal,0,norms_associative
CAY-681,bird,0,norms_associative
CAY-681,penguin,2,norms_categorical
CAY-681,snake,1,norms_categorical
CAY-681,elephant,1,norms_categorical
CAY-681,african,0,norms_categorical
CAY-681,dog,1,norms_categorical
CAY-681,cat,0,norms_categorical
CAY-681,gorilla,1,norms_categorical
CAY-681,primate,0,norms_categorical
CAY-681,ape,0,norms_categorical
CAY-681,insect,1,norms_categorical
CAY-681,butterfly,0,norms_categorical
CAY-681,ladybug,0,norms_categorical
CAY-681,beetle,0,norms_categorical
CAY-681,worm,0,norms_categorical
CAY-681,ant,0,norms_categorical
CAY-681,lizard,1,norms_categorical
CAY-681,insect,1,norms_categorical
CAY-681,human,1,norms_categorical
CAY-681,robin,1,norms_categorical
CAY-681,cardinal,0,norms_categorical
CAY-681,bird,0,norms_categorical
CAY-681,penguin,2,delta_rise=0.0_fall=0.0
CAY-681,snake,1,delta_rise=0.0_fall=0.0
CAY-681,elephant,0,delta_rise=0.0_fall=0.0
CAY-681,african,1,delta_rise=0.0_fall=0.0
CAY-681,dog,1,delta_rise=0.0_fall=0.0
CAY-681,cat,0,delta_rise=0.0_fall=0.0
CAY-681,gorilla,1,delta_rise=0.0_fall=0.0
CAY-681,primate,1,delta_rise=0.0_fall=0.0
CAY-681,ape,1,delta_rise=0.0_fall=0.0
CAY-681,insect,0,delta_rise=0.0_fall=0.0
CAY-681,butterfly,0,delta_rise=0.0_fall=0.0
CAY-681,ladybug,0,delta_rise=0.0_fall=0.0
CAY-681,beetle,0,delta_rise=0.0_fall=0.0
CAY-681,worm,1,delta_rise=0.0_fall=0.0
CAY-681,ant,1,delta_rise=0.0_fall=0.0
CAY-681,lizard,0,delta_rise=0.0_fall=0.0
CAY-681,insect,1,delta_rise=0.0_fall=0.0
CAY-681,human,0,delta_rise=0.0_fall=0.0
CAY-681,robin,1,delta_rise=0.0_fall=0.0
CAY-681,cardinal,0,delta_rise=0.0_fall=0.0
CAY-681,bird,0,delta_rise=0.0_fall=0.0
CAY-681,penguin,2,delta_rise=0.0_fall=0.25
CAY-681,snake,1,delta_rise=0.0_fall=0.25
CAY-681,elephant,0,delta_rise=0.0_fall=0.25
CAY-681,african,0,delta_rise=0.0_fall=0.25
CAY-681,dog,1,delta_rise=0.0_fall=0.25
CAY-681,cat,0,delta_rise=0.0_fall=0.25
CAY-681,gorilla,1,delta_rise=0.0_fall=0.25
CAY-681,primate,1,delta_rise=0.0_fall=0.25
CAY-681,ape,1,delta_rise=0.0_fall=0.25
CAY-681,insect,0,delta_rise=0.0_fall=0.25
CAY-681,butterfly,0,delta_rise=0.0_fall=0.25
CAY-681,ladybug,0,delta_rise=0.0_fall=0.25
CAY-681,beetle,0,delta_rise=0.0_fall=0.25
CAY-681,worm,1,delta_rise=0.0_fall=0.25
CAY-681,ant,1,delta_rise=0.0_fall=0.25
CAY-681,lizard,0,delta_rise=0.0_fall=0.25
CAY-681,insect,0,delta_rise=0.0_fall=0.25
CAY-681,human,0,delta_rise=0.0_fall=0.25
CAY-681,robin,1,delta_rise=0.0_fall=0.25
CAY-681,cardinal,0,delta_rise=0.0_fall=0.25
CAY-681,bird,0,delta_rise=0.0_fall=0.25
CAY-681,penguin,2,delta_rise=0.0_fall=0.5
CAY-681,snake,1,delta_rise=0.0_fall=0.5
CAY-681,elephant,0,delta_rise=0.0_fall=0.5
CAY-681,african,0,delta_rise=0.0_fall=0.5
CAY-681,dog,1,delta_rise=0.0_fall=0.5
CAY-681,cat,0,delta_rise=0.0_fall=0.5
CAY-681,gorilla,1,delta_rise=0.0_fall=0.5
CAY-681,primate,1,delta_rise=0.0_fall=0.5
CAY-681,ape,1,delta_rise=0.0_fall=0.5
CAY-681,insect,0,delta_rise=0.0_fall=0.5
CAY-681,butterfly,0,delta_rise=0.0_fall=0.5
CAY-681,ladybug,0,delta_rise=0.0_fall=0.5
CAY-681,beetle,0,delta_rise=0.0_fall=0.5
CAY-681,worm,1,delta_rise=0.0_fall=0.5
CAY-681,ant,1,delta_rise=0.0_fall=0.5
CAY-681,lizard,0,delta_rise=0.0_fall=0.5
CAY-681,insect,0,delta_rise=0.0_fall=0.5
CAY-681,human,0,delta_rise=0.0_fall=0.5
CAY-681,robin,1,delta_rise=0.0_fall=0.5
CAY-681,cardinal,0,delta_rise=0.0_fall=0.5
CAY-681,bird,0,delta_rise=0.0_fall=0.5
CAY-681,penguin,2,delta_rise=0.0_fall=0.75
CAY-681,snake,1,delta_rise=0.0_fall=0.75
CAY-681,elephant,0,delta_rise=0.0_fall=0.75
CAY-681,african,0,delta_rise=0.0_fall=0.75
CAY-681,dog,1,delta_rise=0.0_fall=0.75
CAY-681,cat,0,delta_rise=0.0_fall=0.75
CAY-681,gorilla,1,delta_rise=0.0_fall=0.75
CAY-681,primate,1,delta_rise=0.0_fall=0.75
CAY-681,ape,1,delta_rise=0.0_fall=0.75
CAY-681,insect,0,delta_rise=0.0_fall=0.75
CAY-681,butterfly,0,delta_rise=0.0_fall=0.75
CAY-681,ladybug,0,delta_rise=0.0_fall=0.75
CAY-681,beetle,0,delta_rise=0.0_fall=0.75
CAY-681,worm,0,delta_rise=0.0_fall=0.75
CAY-681,ant,0,delta_rise=0.0_fall=0.75
CAY-681,lizard,0,delta_rise=0.0_fall=0.75
CAY-681,insect,0,delta_rise=0.0_fall=0.75
CAY-681,human,0,delta_rise=0.0_fall=0.75
CAY-681,robin,1,delta_rise=0.0_fall=0.75
CAY-681,cardinal,0,delta_rise=0.0_fall=0.75
CAY-681,bird,0,delta_rise=0.0_fall=0.75
CAY-681,penguin,2,delta_rise=0.0_fall=1.0
CAY-681,snake,1,delta_rise=0.0_fall=1.0
CAY-681,elephant,0,delta_rise=0.0_fall=1.0
CAY-681,african,0,delta_rise=0.0_fall=1.0
CAY-681,dog,0,delta_rise=0.0_fall=1.0
CAY-681,cat,0,delta_rise=0.0_fall=1.0
CAY-681,gorilla,1,delta_rise=0.0_fall=1.0
CAY-681,primate,1,delta_rise=0.0_fall=1.0
CAY-681,ape,1,delta_rise=0.0_fall=1.0
CAY-681,insect,0,delta_rise=0.0_fall=1.0
CAY-681,butterfly,0,delta_rise=0.0_fall=1.0
CAY-681,ladybug,0,delta_rise=0.0_fall=1.0
CAY-681,beetle,0,delta_rise=0.0_fall=1.0
CAY-681,worm,0,delta_rise=0.0_fall=1.0
CAY-681,ant,0,delta_rise=0.0_fall=1.0
CAY-681,lizard,0,delta_rise=0.0_fall=1.0
CAY-681,insect,0,delta_rise=0.0_fall=1.0
CAY-681,human,0,delta_rise=0.0_fall=1.0
CAY-681,robin,1,delta_rise=0.0_fall=1.0
CAY-681,cardinal,0,delta_rise=0.0_fall=1.0
CAY-681,bird,0,delta_rise=0.0_fall=1.0
CAY-681,penguin,2,delta_rise=0.25_fall=0.0
CAY-681,snake,1,delta_rise=0.25_fall=0.0
CAY-681,elephant,0,delta_rise=0.25_fall=0.0
CAY-681,african,1,delta_rise=0.25_fall=0.0
CAY-681,dog,1,delta_rise=0.25_fall=0.0
CAY-681,cat,0,delta_rise=0.25_fall=0.0
CAY-681,gorilla,1,delta_rise=0.25_fall=0.0
CAY-681,primate,1,delta_rise=0.25_fall=0.0
CAY-681,ape,1,delta_rise=0.25_fall=0.0
CAY-681,insect,0,delta_rise=0.25_fall=0.0
CAY-681,butterfly,0,delta_rise=0.25_fall=0.0
CAY-681,ladybug,0,delta_rise=0.25_fall=0.0
CAY-681,beetle,0,delta_rise=0.25_fall=0.0
CAY-681,worm,1,delta_rise=0.25_fall=0.0
CAY-681,ant,1,delta_rise=0.25_fall=0.0
CAY-681,lizard,1,delta_rise=0.25_fall=0.0
CAY-681,insect,1,delta_rise=0.25_fall=0.0
CAY-681,human,1,delta_rise=0.25_fall=0.0
CAY-681,robin,1,delta_rise=0.25_fall=0.0
CAY-681,cardinal,0,delta_rise=0.25_fall=0.0
CAY-681,bird,0,delta_rise=0.25_fall=0.0
CAY-681,penguin,2,delta_rise=0.25_fall=0.25
CAY-681,snake,1,delta_rise=0.25_fall=0.25
CAY-681,elephant,0,delta_rise=0.25_fall=0.25
CAY-681,african,0,delta_rise=0.25_fall=0.25
CAY-681,dog,1,delta_rise=0.25_fall=0.25
CAY-681,cat,0,delta_rise=0.25_fall=0.25
CAY-681,gorilla,1,delta_rise=0.25_fall=0.25
CAY-681,primate,1,delta_rise=0.25_fall=0.25
CAY-681,ape,1,delta_rise=0.25_fall=0.25
CAY-681,insect,0,delta_rise=0.25_fall=0.25
CAY-681,butterfly,0,delta_rise=0.25_fall=0.25
CAY-681,ladybug,0,delta_rise=0.25_fall=0.25
CAY-681,beetle,0,delta_rise=0.25_fall=0.25
CAY-681,worm,1,delta_rise=0.25_fall=0.25
CAY-681,ant,1,delta_rise=0.25_fall=0.25
CAY-681,lizard,1,delta_rise=0.25_fall=0.25
CAY-681,insect,1,delta_rise=0.25_fall=0.25
CAY-681,human,1,delta_rise=0.25_fall=0.25
CAY-681,robin,1,delta_rise=0.25_fall=0.25
CAY-681,cardinal,0,delta_rise=0.25_fall=0.25
CAY-681,bird,0,delta_rise=0.25_fall=0.25
CAY-681,penguin,2,delta_rise=0.25_fall=0.5
CAY-681,snake,1,delta_rise=0.25_fall=0.5
CAY-681,elephant,0,delta_rise=0.25_fall=0.5
CAY-681,african,0,delta_rise=0.25_fall=0.5
CAY-681,dog,1,delta_rise=0.25_fall=0.5
CAY-681,cat,0,delta_rise=0.25_fall=0.5
CAY-681,gorilla,1,delta_rise=0.25_fall=0.5
CAY-681,primate,1,delta_rise=0.25_fall=0.5
CAY-681,ape,1,delta_rise=0.25_fall=0.5
CAY-681,insect,0,delta_rise=0.25_fall=0.5
CAY-681,butterfly,0,delta_rise=0.25_fall=0.5
CAY-681,ladybug,0,delta_rise=0.25_fall=0.5
CAY-681,beetle,0,delta_rise=0.25_fall=0.5
CAY-681,worm,1,delta_rise=0.25_fall=0.5
CAY-681,ant,1,delta_rise=0.25_fall=0.5
CAY-681,lizard,1,delta_rise=0.25_fall=0.5
CAY-681,insect,1,delta_rise=0.25_fall=0.5
CAY-681,human,1,delta_rise=0.25_fall=0.5
CAY-681,robin,1,delta_rise=0.25_fall=0.5
CAY-681,cardinal,0,delta_rise=0.25_fall=0.5
CAY-681,bird,0,delta_rise=0.25_fall=0.5
CAY-681,penguin,2,delta_rise=0.25_fall=0.75
CAY-681,snake,1,delta_rise=0.25_fall=0.75
CAY-681,elephant,0,delta_rise=0.25_fall=0.75
CAY-681,african,0,delta_rise=0.25_fall=0.75
CAY-681,dog,1,delta_rise=0.25_fall=0.75
CAY-681,cat,0,delta_rise=0.25_fall=0.75
CAY-681,gorilla,1,delta_rise=0.25_fall=0.75
CAY-681,primate,1,delta_rise=0.25_fall=0.75
CAY-681,ape,1,delta_rise=0.25_fall=0.75
CAY-681,insect,0,delta_rise=0.25_fall=0.75
CAY-681,butterfly,0,delta_rise=0.25_fall=0.75
CAY-681,ladybug,0,delta_rise=0.25_fall=0.75
CAY-681,beetle,0,delta_rise=0.25_fall=0.75
CAY-681,worm,0,delta_rise=0.25_fall=0.75
CAY-681,ant,0,delta_rise=0.25_fall=0.75
CAY-681,lizard,0,delta_rise=0.25_fall=0.75
CAY-681,insect,0,delta_rise=0.25_fall=0.75
CAY-681,human,0,delta_rise=0.25_fall=0.75
CAY-681,robin,1,delta_rise=0.25_fall=0.75
CAY-681,cardinal,0,delta_rise=0.25_fall=0.75
CAY-681,bird,0,delta_rise=0.25_fall=0.75
CAY-681,penguin,2,delta_rise=0.25_fall=1.0
CAY-681,snake,1,delta_rise=0.25_fall=1.0
CAY-681,elephant,0,delta_rise=0.25_fall=1.0
CAY-681,african,0,delta_rise=0.25_fall=1.0
CAY-681,dog,0,delta_rise=0.25_fall=1.0
CAY-681,cat,0,delta_rise=0.25_fall=1.0
CAY-681,gorilla,1,delta_rise=0.25_fall=1.0
CAY-681,primate,1,delta_rise=0.25_fall=1.0
CAY-681,ape,1,delta_rise=0.25_fall=1.0
CAY-681,insect,0,delta_rise=0.25_fall=1.0
CAY-681,butterfly,0,delta_rise=0.25_fall=1.0
CAY-681,ladybug,0,delta_rise=0.25_fall=1.0
CAY-681,beetle,0,delta_rise=0.25_fall=1.0
CAY-681,worm,0,delta_rise=0.25_fall=1.0
CAY-681,ant,0,delta_rise=0.25_fall=1.0
CAY-681,lizard,0,delta_rise=0.25_fall=1.0
CAY-681,insect,0,delta_rise=0.25_fall=1.0
CAY-681,human,0,delta_rise=0.25_fall=1.0
CAY-681,robin,1,delta_rise=0.25_fall=1.0
CAY-681,cardinal,0,delta_rise=0.25_fall=1.0
CAY-681,bird,0,delta_rise=0.25_fall=1.0
CAY-681,penguin,2,delta_rise=0.5_fall=0.0
CAY-681,snake,1,delta_rise=0.5_fall=0.0
CAY-681,elephant,0,delta_rise=0.5_fall=0.0
CAY-681,african,1,delta_rise=0.5_fall=0.0
CAY-681,dog,1,delta_rise=0.5_fall=0.0
CAY-681,cat,0,delta_rise=0.5_fall=0.0
CAY-681,gorilla,1,delta_rise=0.5_fall=0.0
CAY-681,primate,1,delta_rise=0.5_fall=0.0
CAY-681,ape,1,delta_rise=0.5_fall=0.0
CAY-681,insect,0,delta_rise=0.5_fall=0.0
CAY-681,butterfly,0,delta_rise=0.5_fall=0.0
CAY-681,ladybug,0,delta_rise=0.5_fall=0.0
CAY-681,beetle,0,delta_rise=0.5_fall=0.0
CAY-681,worm,1,delta_rise=0.5_fall=0.0
CAY-681,ant,1,delta_rise=0.5_fall=0.0
CAY-681,lizard,1,delta_rise=0.5_fall=0.0
CAY-681,insect,1,delta_rise=0.5_fall=0.0
CAY-681,human,1,delta_rise=0.5_fall=0.0
CAY-681,robin,1,delta_rise=0.5_fall=0.0
CAY-681,cardinal,0,delta_rise=0.5_fall=0.0
CAY-681,bird,0,delta_rise=0.5_fall=0.0
CAY-681,penguin,2,delta_rise=0.5_fall=0.25
CAY-681,snake,1,delta_rise=0.5_fall=0.25
CAY-681,elephant,0,delta_rise=0.5_fall=0.25
CAY-681,african,0,delta_rise=0.5_fall=0.25
CAY-681,dog,1,delta_rise=0.5_fall=0.25
CAY-681,cat,0,delta_rise=0.5_fall=0.25
CAY-681,gorilla,1,delta_rise=0.5_fall=0.25
CAY-681,primate,1,delta_rise=0.5_fall=0.25
CAY-681,ape,1,delta_rise=0.5_fall=0.25
CAY-681,insect,0,delta_rise=0.5_fall=0.25
