Subject,Fluency_Item,Switch_Value,Switch_Method
SUG-544,dolphin,0,multimodal_alpha=0.2
SUG-544,zebra,1,multimodal_alpha=0.2
SUG-544,shark,0,multimodal_alpha=0.2
SUG-544,turtle,0,multimodal_alpha=0.2
SUG-544,cow,2,multimodal_alpha=0.2
SUG-544,dog,2,multimodal_alpha=0.30000000000000004
SUG-544,cat,0,multimodal_alpha=0.30000000000000004
SUG-544,pig,1,multimodal_alpha=0.30000000000000004
SUG-544,cow,0,multimodal_alpha=0.30000000000000004
SUG-544,chicken,0,multimodal_alpha=0.30000000000000004
SUG-544,elephant,0,multimodal_alpha=0.30000000000000004
SUG-544,monkey,0,multimodal_alpha=0.30000000000000004
SUG-544,fish,1,multimodal_alpha=0.30000000000000004
SUG-544,african,0,multimodal_alpha=0.30000000000000004
SUG-544,dolphin,0,multimodal_alpha=0.30000000000000004
SUG-544,zebra,1,multimodal_alpha=0.30000000000000004
SUG-544,shark,0,multimodal_alpha=0.30000000000000004
SUG-544,turtle,0,multimodal_alpha=0.30000000000000004
SUG-544,cow,2,multimodal_alpha=0.30000000000000004
SUG-544,dog,2,multimodal_alpha=0.4
SUG-544,cat,0,multimodal_alpha=0.4
SUG-544,pig,1,multimodal_alpha=0.4
SUG-544,cow,0,multimodal_alpha=0.4
SUG-544,chicken,0,multimodal_alpha=0.4
SUG-544,elephant,0,multimodal_alpha=0.4
SUG-544,monkey,0,multimodal_alpha=0.4
SUG-544,fish,1,multimodal_alpha=0.4
SUG-544,african,0,multimodal_alpha=0.4
SUG-544,dolphin,0,multimodal_alpha=0.4
SUG-544,zebra,1,multimodal_alpha=0.4
SUG-544,shark,0,multimodal_alpha=0.4
SUG-544,turtle,0,multimodal_alpha=0.4
SUG-544,cow,2,multimodal_alpha=0.4
SUG-544,dog,2,multimodal_alpha=0.5
SUG-544,cat,0,multimodal_alpha=0.5
SUG-544,pig,1,multimodal_alpha=0.5
SUG-544,cow,0,multimodal_alpha=0.5
SUG-544,chicken,0,multimodal_alpha=0.5
SUG-544,elephant,0,multimodal_alpha=0.5
SUG-544,monkey,0,multimodal_alpha=0.5
SUG-544,fish,1,multimodal_alpha=0.5
SUG-544,african,0,multimodal_alpha=0.5
SUG-544,dolphin,0,multimodal_alpha=0.5
SUG-544,zebra,1,multimodal_alpha=0.5
SUG-544,shark,0,multimodal_alpha=0.5
SUG-544,turtle,0,multimodal_alpha=0.5
SUG-544,cow,2,multimodal_alpha=0.5
SUG-544,dog,2,multimodal_alpha=0.6000000000000001
SUG-544,cat,0,multimodal_alpha=0.6000000000000001
SUG-544,pig,1,multimodal_alpha=0.6000000000000001
SUG-544,cow,0,multimodal_alpha=0.6000000000000001
SUG-544,chicken,0,multimodal_alpha=0.6000000000000001
SUG-544,elephant,0,multimodal_alpha=0.6000000000000001
SUG-544,monkey,0,multimodal_alpha=0.6000000000000001
SUG-544,fish,0,multimodal_alpha=0.6000000000000001
SUG-544,african,1,multimodal_alpha=0.6000000000000001
SUG-544,dolphin,0,multimodal_alpha=0.6000000000000001
SUG-544,zebra,1,multimodal_alpha=0.6000000000000001
SUG-544,shark,0,multimodal_alpha=0.6000000000000001
SUG-544,turtle,0,multimodal_alpha=0.6000000000000001
SUG-544,cow,2,multimodal_alpha=0.6000000000000001
SUG-544,dog,2,multimodal_alpha=0.7000000000000001
SUG-544,cat,0,multimodal_alpha=0.7000000000000001
SUG-544,pig,1,multimodal_alpha=0.7000000000000001
SUG-544,cow,0,multimodal_alpha=0.7000000000000001
SUG-544,chicken,0,multimodal_alpha=0.7000000000000001
SUG-544,elephant,0,multimodal_alpha=0.7000000000000001
SUG-544,monkey,0,multimodal_alpha=0.7000000000000001
SUG-544,fish,0,multimodal_alpha=0.7000000000000001
SUG-544,african,1,multimodal_alpha=0.7000000000000001
SUG-544,dolphin,0,multimodal_alpha=0.7000000000000001
SUG-544,zebra,1,multimodal_alpha=0.7000000000000001
SUG-544,shark,0,multimodal_alpha=0.7000000000000001
SUG-544,turtle,0,multimodal_alpha=0.7000000000000001
SUG-544,cow,2,multimodal_alpha=0.7000000000000001
SUG-544,dog,2,multimodal_alpha=0.8
SUG-544,cat,0,multimodal_alpha=0.8
SUG-544,pig,1,multimodal_alpha=0.8
SUG-544,cow,0,multimodal_alpha=0.8
SUG-544,chicken,0,multimodal_alpha=0.8
SUG-544,elephant,1,multimodal_alpha=0.8
SUG-544,monkey,0,multimodal_alpha=0.8
SUG-544,fish,0,multimodal_alpha=0.8
SUG-544,african,1,multimodal_alpha=0.8
SUG-544,dolphin,0,multimodal_alpha=0.8
SUG-544,zebra,0,multimodal_alpha=0.8
SUG-544,shark,0,multimodal_alpha=0.8
SUG-544,turtle,0,multimodal_alpha=0.8
SUG-544,cow,2,multimodal_alpha=0.8
SUG-544,dog,2,multimodal_alpha=0.9
SUG-544,cat,0,multimodal_alpha=0.9
SUG-544,pig,1,multimodal_alpha=0.9
SUG-544,cow,0,multimodal_alpha=0.9
SUG-544,chicken,0,multimodal_alpha=0.9
SUG-544,elephant,1,multimodal_alpha=0.9
SUG-544,monkey,0,multimodal_alpha=0.9
SUG-544,fish,0,multimodal_alpha=0.9
SUG-544,african,1,multimodal_alpha=0.9
SUG-544,dolphin,0,multimodal_alpha=0.9
SUG-544,zebra,0,multimodal_alpha=0.9
SUG-544,shark,0,multimodal_alpha=0.9
SUG-544,turtle,0,multimodal_alpha=0.9
SUG-544,cow,2,multimodal_alpha=0.9
SUG-544,dog,2,multimodal_alpha=1.0
SUG-544,cat,0,multimodal_alpha=1.0
SUG-544,pig,1,multimodal_alpha=1.0
SUG-544,cow,0,multimodal_alpha=1.0
SUG-544,chicken,0,multimodal_alpha=1.0
SUG-544,elephant,1,multimodal_alpha=1.0
SUG-544,monkey,0,multimodal_alpha=1.0
SUG-544,fish,0,multimodal_alpha=1.0
SUG-544,african,1,multimodal_alpha=1.0
SUG-544,dolphin,0,multimodal_alpha=1.0
SUG-544,zebra,0,multimodal_alpha=1.0
SUG-544,shark,0,multimodal_alpha=1.0
SUG-544,turtle,0,multimodal_alpha=1.0
SUG-544,cow,2,multimodal_alpha=1.0
SUG-544,dog,2,norms_associative
SUG-544,cat,0,norms_associative
SUG-544,pig,1,norms_associative
SUG-544,cow,0,norms_associative
SUG-544,chicken,0,norms_associative
SUG-544,elephant,1,norms_associative
SUG-544,monkey,0,norms_associative
SUG-544,fish,1,norms_associative
SUG-544,african,1,norms_associative
SUG-544,dolphin,1,norms_associative
SUG-544,zebra,1,norms_associative
SUG-544,shark,1,norms_associative
SUG-544,turtle,0,norms_associative
SUG-544,cow,1,norms_associative
SUG-544,dog,2,norms_categorical
SUG-544,cat,0,norms_categorical
SUG-544,pig,1,norms_categorical
SUG-544,cow,0,norms_categorical
SUG-544,chicken,0,norms_categorical
SUG-544,elephant,1,norms_categorical
SUG-544,monkey,0,norms_categorical
SUG-544,fish,1,norms_categorical
SUG-544,african,1,norms_categorical
SUG-544,dolphin,0,norms_categorical
SUG-544,zebra,1,norms_categorical
SUG-544,shark,1,norms_categorical
SUG-544,turtle,0,norms_categorical
SUG-544,cow,1,norms_categorical
SUG-544,dog,2,delta_rise=0.0_fall=0.0
SUG-544,cat,0,delta_rise=0.0_fall=0.0
SUG-544,pig,1,delta_rise=0.0_fall=0.0
SUG-544,cow,0,delta_rise=0.0_fall=0.0
SUG-544,chicken,1,delta_rise=0.0_fall=0.0
SUG-544,elephant,1,delta_rise=0.0_fall=0.0
SUG-544,monkey,0,delta_rise=0.0_fall=0.0
SUG-544,fish,1,delta_rise=0.0_fall=0.0
SUG-544,african,1,delta_rise=0.0_fall=0.0
SUG-544,dolphin,0,delta_rise=0.0_fall=0.0
SUG-544,zebra,0,delta_rise=0.0_fall=0.0
SUG-544,shark,0,delta_rise=0.0_fall=0.0
SUG-544,turtle,1,delta_rise=0.0_fall=0.0
SUG-544,cow,1,delta_rise=0.0_fall=0.0
SUG-544,dog,2,delta_rise=0.0_fall=0.25
SUG-544,cat,0,delta_rise=0.0_fall=0.25
SUG-544,pig,1,delta_rise=0.0_fall=0.25
SUG-544,cow,0,delta_rise=0.0_fall=0.25
SUG-544,chicken,1,delta_rise=0.0_fall=0.25
SUG-544,elephant,1,delta_rise=0.0_fall=0.25
SUG-544,monkey,0,delta_rise=0.0_fall=0.25
SUG-544,fish,1,delta_rise=0.0_fall=0.25
SUG-544,african,1,delta_rise=0.0_fall=0.25
SUG-544,dolphin,0,delta_rise=0.0_fall=0.25
SUG-544,zebra,0,delta_rise=0.0_fall=0.25
SUG-544,shark,0,delta_rise=0.0_fall=0.25
SUG-544,turtle,0,delta_rise=0.0_fall=0.25
SUG-544,cow,1,delta_rise=0.0_fall=0.25
SUG-544,dog,2,delta_rise=0.0_fall=0.5
SUG-544,cat,0,delta_rise=0.0_fall=0.5
SUG-544,pig,1,delta_rise=0.0_fall=0.5
SUG-544,cow,0,delta_rise=0.0_fall=0.5
SUG-544,chicken,0,delta_rise=0.0_fall=0.5
SUG-544,elephant,1,delta_rise=0.0_fall=0.5
SUG-544,monkey,0,delta_rise=0.0_fall=0.5
SUG-544,fish,0,delta_rise=0.0_fall=0.5
SUG-544,african,1,delta_rise=0.0_fall=0.5
SUG-544,dolphin,0,delta_rise=0.0_fall=0.5
SUG-544,zebra,0,delta_rise=0.0_fall=0.5
SUG-544,shark,0,delta_rise=0.0_fall=0.5
SUG-544,turtle,0,delta_rise=0.0_fall=0.5
SUG-544,cow,1,delta_rise=0.0_fall=0.5
SUG-544,dog,2,delta_rise=0.0_fall=0.75
SUG-544,cat,0,delta_rise=0.0_fall=0.75
SUG-544,pig,1,delta_rise=0.0_fall=0.75
SUG-544,cow,0,delta_rise=0.0_fall=0.75
SUG-544,chicken,0,delta_rise=0.0_fall=0.75
SUG-544,elephant,1,delta_rise=0.0_fall=0.75
SUG-544,monkey,0,delta_rise=0.0_fall=0.75
SUG-544,fish,0,delta_rise=0.0_fall=0.75
SUG-544,african,1,delta_rise=0.0_fall=0.75
SUG-544,dolphin,0,delta_rise=0.0_fall=0.75
SUG-544,zebra,0,delta_rise=0.0_fall=0.75
SUG-544,shark,0,delta_rise=0.0_fall=0.75
SUG-544,turtle,0,delta_rise=0.0_fall=0.75
SUG-544,cow,1,delta_rise=0.0_fall=0.75
SUG-544,dog,2,delta_rise=0.0_fall=1.0
SUG-544,cat,0,delta_rise=0.0_fall=1.0
SUG-544,pig,1,delta_rise=0.0_fall=1.0
SUG-544,cow,0,delta_rise=0.0_fall=1.0
SUG-544,chicken,0,delta_rise=0.0_fall=1.0
SUG-544,elephant,1,delta_rise=0.0_fall=1.0
SUG-544,monkey,0,delta_rise=0.0_fall=1.0
SUG-544,fish,0,delta_rise=0.0_fall=1.0
SUG-544,african,1,delta_rise=0.0_fall=1.0
SUG-544,dolphin,0,delta_rise=0.0_fall=1.0
SUG-544,zebra,0,delta_rise=0.0_fall=1.0
SUG-544,shark,0,delta_rise=0.0_fall=1.0
SUG-544,turtle,0,delta_rise=0.0_fall=1.0
SUG-544,cow,1,delta_rise=0.0_fall=1.0
SUG-544,dog,2,delta_rise=0.25_fall=0.0
SUG-544,cat,0,delta_rise=0.25_fall=0.0
SUG-544,pig,1,delta_rise=0.25_fall=0.0
SUG-544,cow,0,delta_rise=0.25_fall=0.0
SUG-544,chicken,1,delta_rise=0.25_fall=0.0
SUG-544,elephant,1,delta_rise=0.25_fall=0.0
SUG-544,monkey,0,delta_rise=0.25_fall=0.0
SUG-544,fish,1,delta_rise=0.25_fall=0.0
SUG-544,african,1,delta_rise=0.25_fall=0.0
SUG-544,dolphin,0,delta_rise=0.25_fall=0.0
SUG-544,zebra,0,delta_rise=0.25_fall=0.0
SUG-544,shark,0,delta_rise=0.25_fall=0.0
SUG-544,turtle,1,delta_rise=0.25_fall=0.0
SUG-544,cow,1,delta_rise=0.25_fall=0.0
SUG-544,dog,2,delta_rise=0.25_fall=0.25
SUG-544,cat,0,delta_rise=0.25_fall=0.25
SUG-544,pig,1,delta_rise=0.25_fall=0.25
SUG-544,cow,0,delta_rise=0.25_fall=0.25
SUG-544,chicken,1,delta_rise=0.25_fall=0.25
SUG-544,elephant,1,delta_rise=0.25_fall=0.25
SUG-544,monkey,0,delta_rise=0.25_fall=0.25
SUG-544,fish,1,delta_rise=0.25_fall=0.25
SUG-544,african,1,delta_rise=0.25_fall=0.25
SUG-544,dolphin,0,delta_rise=0.25_fall=0.25
SUG-544,zebra,0,delta_rise=0.25_fall=0.25
SUG-544,shark,0,delta_rise=0.25_fall=0.25
SUG-544,turtle,0,delta_rise=0.25_fall=0.25
SUG-544,cow,1,delta_rise=0.25_fall=0.25
SUG-544,dog,2,delta_rise=0.25_fall=0.5
SUG-544,cat,0,delta_rise=0.25_fall=0.5
SUG-544,pig,1,delta_rise=0.25_fall=0.5
SUG-544,cow,0,delta_rise=0.25_fall=0.5
SUG-544,chicken,0,delta_rise=0.25_fall=0.5
SUG-544,elephant,1,delta_rise=0.25_fall=0.5
SUG-544,monkey,0,delta_rise=0.25_fall=0.5
SUG-544,fish,0,delta_rise=0.25_fall=0.5
SUG-544,african,1,delta_rise=0.25_fall=0.5
SUG-544,dolphin,0,delta_rise=0.25_fall=0.5
SUG-544,zebra,0,delta_rise=0.25_fall=0.5
SUG-544,shark,0,delta_rise=0.25_fall=0.5
SUG-544,turtle,0,delta_rise=0.25_fall=0.5
SUG-544,cow,1,delta_rise=0.25_fall=0.5
SUG-544,dog,2,delta_rise=0.25_fall=0.75
SUG-544,cat,0,delta_rise=0.25_fall=0.75
SUG-544,pig,1,delta_rise=0.25_fall=0.75
SUG-544,cow,0,delta_rise=0.25_fall=0.75
SUG-544,chicken,0,delta_rise=0.25_fall=0.75
SUG-544,elephant,1,delta_rise=0.25_fall=0.75
SUG-544,monkey,0,delta_rise=0.25_fall=0.75
SUG-544,fish,0,delta_rise=0.25_fall=0.75
SUG-544,african,1,delta_rise=0.25_fall=0.75
SUG-544,dolphin,0,delta_rise=0.25_fall=0.75
SUG-544,zebra,0,delta_rise=0.25_fall=0.75
SUG-544,shark,0,delta_rise=0.25_fall=0.75
SUG-544,turtle,0,delta_rise=0.25_fall=0.75
SUG-544,cow,1,delta_rise=0.25_fall=0.75
SUG-544,dog,2,delta_rise=0.25_fall=1.0
SUG-544,cat,0,delta_rise=0.25_fall=1.0
SUG-544,pig,1,delta_rise=0.25_fall=1.0
SUG-544,cow,0,delta_rise=0.25_fall=1.0
SUG-544,chicken,0,delta_rise=0.25_fall=1.0
SUG-544,elephant,1,delta_rise=0.25_fall=1.0
SUG-544,monkey,0,delta_rise=0.25_fall=1.0
SUG-544,fish,0,delta_rise=0.25_fall=1.0
SUG-544,african,1,delta_rise=0.25_fall=1.0
SUG-544,dolphin,0,delta_rise=0.25_fall=1.0
SUG-544,zebra,0,delta_rise=0.25_fall=1.0
SUG-544,shark,0,delta_rise=0.25_fall=1.0
SUG-544,turtle,0,delta_rise=0.25_fall=1.0
SUG-544,cow,1,delta_rise=0.25_fall=1.0
SUG-544,dog,2,delta_rise=0.5_fall=0.0
SUG-544,cat,0,delta_rise=0.5_fall=0.0
SUG-544,pig,1,delta_rise=0.5_fall=0.0
SUG-544,cow,0,delta_rise=0.5_fall=0.0
SUG-544,chicken,1,delta_rise=0.5_fall=0.0
SUG-544,elephant,1,delta_rise=0.5_fall=0.0
SUG-544,monkey,0,delta_rise=0.5_fall=0.0
SUG-544,fish,1,delta_rise=0.5_fall=0.0
SUG-544,african,1,delta_rise=0.5_fall=0.0
SUG-544,dolphin,0,delta_rise=0.5_fall=0.0
SUG-544,zebra,0,delta_rise=0.5_fall=0.0
SUG-544,shark,0,delta_rise=0.5_fall=0.0
SUG-544,turtle,1,delta_rise=0.5_fall=0.0
SUG-544,cow,1,delta_rise=0.5_fall=0.0
SUG-544,dog,2,delta_rise=0.5_fall=0.25
SUG-544,cat,0,delta_rise=0.5_fall=0.25
SUG-544,pig,1,delta_rise=0.5_fall=0.25
SUG-544,cow,0,delta_rise=0.5_fall=0.25
SUG-544,chicken,1,delta_rise=0.5_fall=0.25
SUG-544,elephant,1,delta_rise=0.5_fall=0.25
SUG-544,monkey,0,delta_rise=0.5_fall=0.25
SUG-544,fish,1,delta_rise=0.5_fall=0.25
SUG-544,african,1,delta_rise=0.5_fall=0.25
SUG-544,dolphin,0,delta_rise=0.5_fall=0.25
SUG-544,zebra,0,delta_rise=0.5_fall=0.25
SUG-544,shark,0,delta_rise=0.5_fall=0.25
SUG-544,turtle,0,delta_rise=0.5_fall=0.25
SUG-544,cow,1,delta_rise=0.5_fall=0.25
SUG-544,dog,2,delta_rise=0.5_fall=0.5
SUG-544,cat,0,delta_rise=0.5_fall=0.5
SUG-544,pig,1,delta_rise=0.5_fall=0.5
SUG-544,cow,0,delta_rise=0.5_fall=0.5
SUG-544,chicken,0,delta_rise=0.5_fall=0.5
SUG-544,elephant,1,delta_rise=0.5_fall=0.5
SUG-544,monkey,0,delta_rise=0.5_fall=0.5
SUG-544,fish,0,delta_rise=0.5_fall=0.5
SUG-544,african,1,delta_rise=0.5_fall=0.5
SUG-544,dolphin,0,delta_rise=0.5_fall=0.5
SUG-544,zebra,0,delta_rise=0.5_fall=0.5
SUG-544,shark,0,delta_rise=0.5_fall=0.5
SUG-544,turtle,0,delta_rise=0.5_fall=0.5
SUG-544,cow,1,delta_rise=0.5_fall=0.5
SUG-544,dog,2,delta_rise=0.5_fall=0.75
SUG-544,cat,0,delta_rise=0.5_fall=0.75
SUG-544,pig,1,delta_rise=0.5_fall=0.75
SUG-544,cow,0,delta_rise=0.5_fall=0.75
SUG-544,chicken,0,delta_rise=0.5_fall=0.75
SUG-544,elephant,1,delta_rise=0.5_fall=0.75
SUG-544,monkey,0,delta_rise=0.5_fall=0.75
SUG-544,fish,0,delta_rise=0.5_fall=0.75
SUG-544,african,1,delta_rise=0.5_fall=0.75
SUG-544,dolphin,0,delta_rise=0.5_fall=0.75
SUG-544,zebra,0,delta_rise=0.5_fall=0.75
SUG-544,shark,0,delta_rise=0.5_fall=0.75
SUG-544,turtle,0,delta_rise=0.5_fall=0.75
SUG-544,cow,1,delta_rise=0.5_fall=0.75
SUG-544,dog,2,delta_rise=0.5_fall=1.0
SUG-544,cat,0,delta_rise=0.5_fall=1.0
SUG-544,pig,1,delta_rise=0.5_fall=1.0
SUG-544,cow,0,delta_rise=0.5_fall=1.0
SUG-544,chicken,0,delta_rise=0.5_fall=1.0
SUG-544,elephant,1,delta_rise=0.5_fall=1.0
SUG-544,monkey,0,delta_rise=0.5_fall=1.0
SUG-544,fish,0,delta_rise=0.5_fall=1.0
SUG-544,african,1,delta_rise=0.5_fall=1.0
SUG-544,dolphin,0,delta_rise=0.5_fall=1.0
SUG-544,zebra,0,delta_rise=0.5_fall=1.0
SUG-544,shark,0,delta_rise=0.5_fall=1.0
SUG-544,turtle,0,delta_rise=0.5_fall=1.0
SUG-544,cow,1,delta_rise=0.5_fall=1.0
SUG-544,dog,2,delta_rise=0.75_fall=0.0
SUG-544,cat,0,delta_rise=0.75_fall=0.0
SUG-544,pig,1,delta_rise=0.75_fall=0.0
SUG-544,cow,1,delta_rise=0.75_fall=0.0
SUG-544,chicken,1,delta_rise=0.75_fall=0.0
SUG-544,elephant,1,delta_rise=0.75_fall=0.0
SUG-544,monkey,0,delta_rise=0.75_fall=0.0
SUG-544,fish,1,delta_rise=0.75_fall=0.0
SUG-544,african,1,delta_rise=0.75_fall=0.0
SUG-544,dolphin,0,delta_rise=0.75_fall=0.0
SUG-544,zebra,0,delta_rise=0.75_fall=0.0
SUG-544,shark,0,delta_rise=0.75_fall=0.0
SUG-544,turtle,1,delta_rise=0.75_fall=0.0
SUG-544,cow,1,delta_rise=0.75_fall=0.0
SUG-544,dog,2,delta_rise=0.75_fall=0.25
SUG-544,cat,0,delta_rise=0.75_fall=0.25
SUG-544,pig,1,delta_rise=0.75_fall=0.25
SUG-544,cow,1,delta_rise=0.75_fall=0.25
SUG-544,chicken,1,delta_rise=0.75_fall=0.25
SUG-544,elephant,1,delta_rise=0.75_fall=0.25
SUG-544,monkey,0,delta_rise=0.75_fall=0.25
SUG-544,fish,1,delta_rise=0.75_fall=0.25
SUG-544,african,1,delta_rise=0.75_fall=0.25
SUG-544,dolphin,0,delta_rise=0.75_fall=0.25
SUG-544,zebra,0,delta_rise=0.75_fall=0.25
SUG-544,shark,0,delta_rise=0.75_fall=0.25
SUG-544,turtle,0,delta_rise=0.75_fall=0.25
SUG-544,cow,1,delta_rise=0.75_fall=0.25
SUG-544,dog,2,delta_rise=0.75_fall=0.5
SUG-544,cat,0,delta_rise=0.75_fall=0.5
SUG-544,pig,1,delta_rise=0.75_fall=0.5
SUG-544,cow,1,delta_rise=0.75_fall=0.5
SUG-544,chicken,1,delta_rise=0.75_fall=0.5
SUG-544,elephant,1,delta_rise=0.75_fall=0.5
SUG-544,monkey,0,delta_rise=0.75_fall=0.5
SUG-544,fish,0,delta_rise=0.75_fall=0.5
SUG-544,african,1,delta_rise=0.75_fall=0.5
SUG-544,dolphin,0,delta_rise=0.75_fall=0.5
SUG-544,zebra,0,delta_rise=0.75_fall=0.5
SUG-544,shark,0,delta_rise=0.75_fall=0.5
SUG-544,turtle,0,delta_rise=0.75_fall=0.5
SUG-544,cow,1,delta_rise=0.75_fall=0.5
SUG-544,dog,2,delta_rise=0.75_fall=0.75
SUG-544,cat,0,delta_rise=0.75_fall=0.75
SUG-544,pig,1,delta_rise=0.75_fall=0.75
SUG-544,cow,1,delta_rise=0.75_fall=0.75
SUG-544,chicken,1,delta_rise=0.75_fall=0.75
SUG-544,elephant,1,delta_rise=0.75_fall=0.75
SUG-544,monkey,0,delta_rise=0.75_fall=0.75
SUG-544,fish,0,delta_rise=0.75_fall=0.75
SUG-544,african,1,delta_rise=0.75_fall=0.75
SUG-544,dolphin,0,delta_rise=0.75_fall=0.75
SUG-544,zebra,0,delta_rise=0.75_fall=0.75
SUG-544,shark,0,delta_rise=0.75_fall=0.75
SUG-544,turtle,0,delta_rise=0.75_fall=0.75
SUG-544,cow,1,delta_rise=0.75_fall=0.75
SUG-544,dog,2,delta_rise=0.75_fall=1.0
SUG-544,cat,0,delta_rise=0.75_fall=1.0
SUG-544,pig,1,delta_rise=0.75_fall=1.0
SUG-544,cow,1,delta_rise=0.75_fall=1.0
SUG-544,chicken,1,delta_rise=0.75_fall=1.0
SUG-544,elephant,1,delta_rise=0.75_fall=1.0
SUG-544,monkey,0,delta_rise=0.75_fall=1.0
SUG-544,fish,0,delta_rise=0.75_fall=1.0
SUG-544,african,1,delta_rise=0.75_fall=1.0
SUG-544,dolphin,0,delta_rise=0.75_fall=1.0
SUG-544,zebra,0,delta_rise=0.75_fall=1.0
SUG-544,shark,0,delta_rise=0.75_fall=1.0
SUG-544,turtle,0,delta_rise=0.75_fall=1.0
SUG-544,cow,1,delta_rise=0.75_fall=1.0
SUG-544,dog,2,delta_rise=1.0_fall=0.0
SUG-544,cat,0,delta_rise=1.0_fall=0.0
SUG-544,pig,1,delta_rise=1.0_fall=0.0
SUG-544,cow,1,delta_rise=1.0_fall=0.0
SUG-544,chicken,1,delta_rise=1.0_fall=0.0
SUG-544,elephant,1,delta_rise=1.0_fall=0.0
SUG-544,monkey,0,delta_rise=1.0_fall=0.0
SUG-544,fish,1,delta_rise=1.0_fall=0.0
SUG-544,african,1,delta_rise=1.0_fall=0.0
SUG-544,dolphin,0,delta_rise=1.0_fall=0.0
SUG-544,zebra,0,delta_rise=1.0_fall=0.0
SUG-544,shark,0,delta_rise=1.0_fall=0.0
SUG-544,turtle,1,delta_rise=1.0_fall=0.0
SUG-544,cow,1,delta_rise=1.0_fall=0.0
SUG-544,dog,2,delta_rise=1.0_fall=0.25
SUG-544,cat,0,delta_rise=1.0_fall=0.25
SUG-544,pig,1,delta_rise=1.0_fall=0.25
SUG-544,cow,1,delta_rise=1.0_fall=0.25
SUG-544,chicken,1,delta_rise=1.0_fall=0.25
SUG-544,elephant,1,delta_rise=1.0_fall=0.25
SUG-544,monkey,0,delta_rise=1.0_fall=0.25
SUG-544,fish,1,delta_rise=1.0_fall=0.25
SUG-544,african,1,delta_rise=1.0_fall=0.25
SUG-544,dolphin,0,delta_rise=1.0_fall=0.25
SUG-544,zebra,0,delta_rise=1.0_fall=0.25
SUG-544,shark,0,delta_rise=1.0_fall=0.25
SUG-544,turtle,0,delta_rise=1.0_fall=0.25
SUG-544,cow,1,delta_rise=1.0_fall=0.25
SUG-544,dog,2,delta_rise=1.0_fall=0.5
SUG-544,cat,0,delta_rise=1.0_fall=0.5
SUG-544,pig,1,delta_rise=1.0_fall=0.5
SUG-544,cow,1,delta_rise=1.0_fall=0.5
SUG-544,chicken,1,delta_rise=1.0_fall=0.5
SUG-544,elephant,1,delta_rise=1.0_fall=0.5
SUG-544,monkey,0,delta_rise=1.0_fall=0.5
SUG-544,fish,0,delta_rise=1.0_fall=0.5
SUG-544,african,1,delta_rise=1.0_fall=0.5
SUG-544,dolphin,0,delta_rise=1.0_fall=0.5
SUG-544,zebra,0,delta_rise=1.0_fall=0.5
SUG-544,shark,0,delta_rise=1.0_fall=0.5
SUG-544,turtle,0,delta_rise=1.0_fall=0.5
SUG-544,cow,1,delta_rise=1.0_fall=0.5
SUG-544,dog,2,delta_rise=1.0_fall=0.75
SUG-544,cat,0,delta_rise=1.0_fall=0.75
SUG-544,pig,1,delta_rise=1.0_fall=0.75
